name,address1,city,state,code,country,website,descript
Santa Barbara Brewing,501 State Street,Santa Barbara,California,93101,United States,,
Santa Cruz Brewing,,Santa Cruz,California,,United States,,
Santa Fe Brewing Company,35 Fire Place,Santa Fe,New Mexico,87508,United States,http://www.santafebrewing.com/,
Santa Rosa Brewing,,Santa Rosa,California,,United States,,
Sapporo Breweries - Chuo,"10-1 Ginza 7-chome, Chuo-ku",Tokyo,Kanto,,Japan,,
Sarah Hughes Brewery,Dudley DY3 1JE,Dudley,West Midlands,,United Kingdom,,
Saxer Brewing,,Lake Oswego,Oregon,,United States,,
Scharer's Little Brewery,180 Old Hume Hwy,Picton,NSW,2571,Australia,,
Schlobrauerei Reckendorf,Mhlweg 18,Reckendorf,Bayern,,Germany,,
Schloss Eggenberg,Eggenberg 1,Vorchdorf,,,Austria,,
Schlossbru,Oberdorferstrae 9,Dornbirn,,,Austria,,
SchÃ¶fferhofer,DarmstÃ¤dter Landstrasse 185,Frankfurt/Main,Hessen,60598,Germany,http://www.schoefferhofer.de/,
Schooner Brewery,,Dallas,Texas,,United States,,
Schooner's Grille & Brewery,4250 Lone Tree Way,Antioch,California,94531,United States,,
Schussenrieder Erlebnisbrauerei,Wilhelm-Schussen-Strae 12,Bad Schussenried,Baden-Wrttemberg,,Germany,,
Scotch Irish Brewing,40 Bennett Street,Carleton Place,Ontario,0,Canada,,
Scottish & Newcastle Breweries,Gallowgate,Newcastle-upon-Tyne,Northumberland,,United Kingdom,,
Scottish & Newcastle PLC,33 Ellersly Road,Edinburgh,Scotland,,United Kingdom,,
Scuttlebutt Brewing,1524 West Marine View Drive,Everett,Washington,98201,United States,,
Sea Dog Brewing Company,26 Front Street,Bangor,Maine,4401,United States,http://www.seadogbrewing.com/,"Today, Sea Dog Brewing Company operates brew pubs in two locations. The Sea Dog in Topsham occupies a scenic spot on the Androscoggin River. The Bangor location overlooks the historic Penobscot River. Both locations serve a full menu of handcrafted ales and creative pub fare with a flair. Being authentic is important to us. Our beers are brewed in a traditional style using only the highest quality ingredients like imported English two-row malted barley and British top-fermenting yeast. Our English brewing style results in brews with a distinctive, refreshing taste and crisp finish unique to top-fermented beers."
Seabright Brewery,519 Seabright Avenue #107,Santa Cruz,California,95062,United States,,
Second Street Brewery,1814 Second Street,Santa Fe,New Mexico,87505,United States,http://www.secondstreetbrewery.com/,
Selin's Grove Brewing Co.,121 North Market St.,Selinsgrove,Pennsylvania,17870,United States,http://www.selinsgrovebrewing.com/,
Sequoia Brewing Conoabt,777 East Olive Avenue,Fresno,California,93728,United States,http://www.sequoiabrewing.com/,
Shaftebury Brewing,,Delta,British Columbia,,Canada,,
Sharktooth Brewing,,Kahului,Hawaii,,United States,,
Shepherd Neame,17 Court Street,Faversham,Kent,,United Kingdom,,
Sherlock's Home,,Minnetonka,Minnesota,,United States,,
Ship Inn Brewpub,61 Bridge Street,Milford,New Jersey,8848,United States,,
Shipwrecked Brew Pub,7791 Egg Harbor Road,Egg Harbor,Wisconsin,54209,United States,,
Shipyard Brewing - Portland,86 Newbury Street,Portland,Maine,4101,United States,http://www.shipyard.com/,"Since 1994, Shipyard Brewing Company has been brewing fine quality products with a wide range of style profiles. We use only top quality ingredients and pride ourselves on the consistency and freshness of our products. All our beer is hand crafted from recipes developed by master brewer Alan Pugsley, one of the most influential people in the craft brewing movement in North America.  Shipyard is available in 35+ states around the country and markets for our freshly brewed, hand-crafted beers continue to expand."
Shmaltz Brewing Company,,San Francisco,California,,United States,http://www.shmaltz.com/,
Shmaltz Enterprises,3435 Cesar Chavez #227,San Francisco,California,94110,United States,,
Short's Brewing Company,121 N. Bridge Street,Bellaire,Michigan,49615,United States,http://www.shortsbrewing.com,"At SBC we want to share our passion for beer, good beer, and help you to enjoy the fruits of our labor. "
Sierra Leone Brewery,PO Box 721,Freetown,Sierra Leone,,Sierra Leone,http://www.slbrewery.com/,"Sierra Leone Brewery Limited's (SLBL) core values - respect, enjoyment and a passion for quality - help to define our corporate culture and working methods. They are fundamental to the way we do business today, they support our drive towards economic, environmental and social sustainability"
Sierra Madre Brewing Co.,Av. Insurgentes 3915,Monterrey,Nuevo Leon,64630,Mexico,http://www.smbc.com.mx/,An interesting microbrewery -- brewpub -- that started brewing in 1998.
Sierra Nevada Brewing Co.,1075 East 20th Street,Chico,California,95928,United States,http://www.sierranevada.com/,
Siletz Roadhouse & Brewery,243 North Gaither Street,Siletz,Oregon,97380,United States,,
Silver Gulch Brewing Company,2195 Old Steese Highway,Fox,Alaska,99708,United States,http://www.ptialaska.net/~gbrady/,"Silver Gulch Brewing and Bottling Co. has been in operation since February 1998 in the small mining community of Fox, Alaska, located about 10 miles north of Fairbanks on the Steese Highway. Silver Gulch Brewing grew from brewmaster Glenn Brady's home-brewing efforts in 5-gallon batches to its current capacity of 24-barrel (750 gallon) batches."
Silverado Brewing,3020 St. Helena Highway North,Saint Helena,California,94574,United States,,
Simmerberg Brusttt und Taferne,Ellhofer Strae 2,Simmerberg,Bayern,,Germany,,
Sioux Falls Brewing,,Sioux Falls,South Dakota,,United States,,
Six Rivers Brewery,1300 Central Avenue,McKinleyville,California,95519,United States,http://www.sixriversbrewery.com/,
Sixpoint Craft Ales,40 Van Dyke St,Brooklyn,New York,11231,United States,http://www.sixpointcraftales.com/,
Ska Brewing Company,545 Turner Drive,Durango,Colorado,81301,United States,http://www.skabrewing.com/,
Skagit River Brewing,404 South Third Street,Mount Vernon,Washington,98273,United States,,
Skol Breweries,Uran,Maharashtra,,,India,,
Slab City Brewing,,Bonduel,Wisconsin,,United States,,
Sleeman Brewing & Malting,551 Clair Road West,Guelph,Ontario,0,Canada,,
Sleeping Lady Brewing Company,717 W. 3rd Ave,Anchorage,Alaska,99501,United States,http://www.alaskabeers.com/,
Slottskllans Bryggeri,Mrstagatan 10-12,Uppsala,,,Sweden,,
Sly Fox Brewhouse and Eatery - Phoenixville,519 Kimberton Road,Phoenixville,Pennsylvania,19460,United States,http://www.slyfoxbeer.com/index1.asp,"A family owned brewpub founded in 1995. A second location, in Royersford, PA, was opened in 2004 and includes a full production brewery as well as an accompanying restaurant. Head brewer is Brian O'Reilly, a multi-GABF Medal winner. Sly Fox packages its beers in cans, 22oz and 750ml bottles, but not in the standard 12oz-er. The pub is noted for its annual Bock Festival & Goat Race (winning goat's name goes on the year's MaiBock) and the IPA Project, a year-long program of single varietal beers culminating in an Imperial IPA using all those varietals, released at a day-long party every December when all the IPAs are on draught."
Sly Fox Brewhouse and Eatery - Royersford,312 North Lewis Road,Royersford,Pennsylvania,19468,United States,http://www.slyfoxbeer.com/index1.asp,"A full production brewery and accompanying restaurant opened in 2004 by the owners of Sly Fox Brewhouse & Eatery in nearby Phoenixville. The 20bbl brewhouse packages a wide range of beers in 12oz cans, 22oz bottles and 750ml bottles. Pikeland Pils, a multiple GABF Gold Medal Winner, and O'Reilly's Stout, a nitro-poured, draught-only beer named after brewer Brian O'Reilly's grandfather are among its most popular beers, on and off premises, as are such Belgian-style delights as Incubus Tripel, Ichor Quadrupel, Saison Vos & Black Raspberry Reserve. Sly Fox is also noted for its Bock Beers (see listing for the Phoenixville pub for more details) and annual Christmas Ale."
Smoky Mountain Brewing,424 South Gay Street,Knoxville,Tennessee,37902,United States,,
Smuttynose Brewing Co.,225 Heritage Ave,Portsmouth,New Hampshire,3801,United States,http://www.smuttynose.com/,"Smuttynose was founded in 1994 by the folks who started the Northampton and Portsmouth Breweries. Our beers - Shoals Pale Ale, Old Brown Dog, Portsmouth Lager, IPA, Robust Porter, The Big Beer Series & our seasonal specialties - are distributed throughout New England and the mid-Atlantic states."
Snake River Brewing,265 S. Millward,Jackson,Wyoming,83001,United States,http://www.snakeriverbrewing.com,"from their site: At the Snake River Brewing Company, we think it's far easier to produce a million barrels of so-so beer than one barrel of great beer. So, here in Jackson Hole, we only produce about 5,000 barrels of award-winning beer per year. We operate a 15 barrel, steam fired brew house and hand craft our lagers and ales using several yeast strains along with hops and grains from the United States, British Isles and Europe. The SRB Brewery was also granted Organic certification in 2007 allowing us to create our first Organic Certified beer OB-1, an english style brown ale, which is fast becoming a favorite among our patrons."
Snipes Mountain Microbrewery & Restaurant,905 Yakima Valley Highway,Sunnyside,Washington,98944,United States,,
Snowshoe Brewing - Sonora,,Sonora,California,,United States,,
Sockeye,3019 N Cole Rd,Boise,Idaho,83704,United States,,
Socorro Springs Brewing,1012 North California Street,Socorro,New Mexico,87801,United States,,
Sonoran Brewing Company,10426 East Jomax Road,Scottsdale,Arizona,85255,United States,http://www.sonoranbrewing.com/,
South Australian Brewing,107 Port Road,Adelaide,South Australia,,Australia,,
South County Brewing Co.,104 Mill St.,Fawn Grove,Pennsylvania,17321,United States,http://www.southcountybrewing.com/,
South Shore Brewery,808 West Main Street,Ashland,Wisconsin,54806,United States,,
Southampton Publick House,40 Bowden Square,Southampton,New York,11968,United States,http://southamptonbrewery.com,"The word about the quality of our beer began to get around the metro New York region as soon as we turned on the spigots and started to serve it in our Southampton restaurant. Almost from day one, leading restaurants, pubs and taverns have requested our crafted brews for  their own patrons. Our Brewmaster, Phil Markowski  has personally directed the flow of our ales and lagers into the finest outlets. Our Mission is to offer a wide variety of specialty ales and lagers.  Our small batch brews range from classic farmhouse styles to traditional sessions beers to be enjoyed year-round."
Southend Brewery and Smokehouse - Charleston,161 East Bay Street,Charleston,South Carolina,29401,United States,,
Southern Star Brewing Company,1207 N. FM 3083 E.,Conroe,Texas,77303,United States,http://www.southernstarbrewery.com/,
Southern Tier Brewing Co,2051A Stoneman Circle,Lakewood,New York,14750,United States,http://www.southerntierbrewing.com/,"Southern Tier Brewing Company was founded in 2004 by Phineas DeMink and Allen Yahn with the vision of bringing small batch brewing back to a region rich in brewing tradition. In 2003 Skip and Phin purchased the defunct Old Saddle Back Brewing Co. in Pittsfield, Massachusetts. All the equipment was removed and brought back to Lakewood, New York and set up at its new 10,000 square foot home, The Southern Tier Brewing Company. The Brewery began operations in February 2004 distributing regionally. By 2005 sales covered the majority of the New York State and the eastern half of Pennsylvania. In the beginning their two Flagship brands were a Pilsner and Mild Ale. Oh yeah they also brewed IPA! As it turned out the flagships were a flop and the IPA was a huge success. They next launched a line of seasonal beers which have gained great success. Since the beginning, Southern Tier has experienced steady growth, currently distributing to over 25% of the United States. Multiple expansions have been made to keep up with demand and the brewery continues to be innovative by producing new products.  Keep a look out for new products coming to stores near you."
357,,,,,,,
Spanish Peaks Brewing,Polson MT 59860,Polson,Montana,,United States,http://www.blackdogales.com/,
Spaten-Franziskaner-BrÃ¤u,Marsstrae 46-48,MÃ¼nchen,Bayern,,Germany,,
Speakeasy Ales and Lagers,1195-A Evans Avenue,San Francisco,California,94124,United States,,
Spilker Ales,300 West Fourth Street,Cortland,Nebraska,68331,United States,,
Spoetzl Brewery,603 East Brewery Street,Shiner,Texas,77984,United States,http://www.shiner.com,
Sports City Cafe & Brewery,,La Jolla,California,,United States,,
Sprecher Brewing,701 West Glendale Avenue,Glendale,Wisconsin,53209,United States,http://www.sprecherbrewery.com/,
Spring House Brewing Company,2519 Main St.,Conestoga,Pennsylvania,17516,United States,http://www.springhousebeer.com/,
Springfield Brewing,305 South Market Street,Springfield,Missouri,65806,United States,,
St John Brewers,,St. John,Virgin Islands,,United States,http://www.stjohnbrewers.com/index.html,
St Peter's Brewery,St Peter's Hall,Bungay,Suffolk,,United Kingdom,,
St. Austell Brewery,63 Trevarthian Road,St. Austell,Cornwall,PL25 4BY,United Kingdom,http://www.staustellbrewery.co.uk/,
St. Francis Abbey Brewery,,Kilkenny,,,Ireland,http://www.diageo.ie/Company/Brewing/KilKenny/CompanyBrewingKilkenny,
St. GeorgenBru Modschiedler KG,Marktstrae 12,Buttenheim,Bayern,,Germany,,
St. James's Gate Brewery,,Dublin,,,Ireland,http://www.guinness.com,
St. Stan's Brewing Co.,821 L Street,Modesto,California,95354,United States,http://www.ststans.com/,
Staatliches HofbrÃ¤uhaus in MÃ¼nchen,HofbrÃ¤uallee 1,MÃ¼nchen,Bayern,,Germany,,
Stadsbrouwerij De Hemel,Franseplaats 1,Nijmegen,,0,Netherlands,,
Standing Stone Brewing Company,101 Oak Street,Ashland,Oregon,97520,United States,http://www.standingstonebrewing.com/,"Ashland's only full service brewpub is housed in an historic building with a light industrial character. We offer our own freshly brewed handcrafted ales and lagers, including seasonal and other specialty brews.  All Standing Stone Ales are made here at the brewery in ten barrel batches using over 80% organic malts."
Steam Whistle Brewery,255 Bremner Road,Toronto,ON,M5V 3M9,Canada,http://www.steamwhistle.ca,One kind of beer - Steamwhistle Lager.
Steamworks,375 Water Street,Vancouver,British Columbia,V6B 5C6,Canada,http://www.steamworks.com/gastown_index.htm,"Steamworks gets its name from the famous Gastown steam line that runs through our premises. The Gastown Brewing Company, which is located onsite and brews Steamworks beers, uses steam to fire its kettles. The instant heat of steam allows for greater brewing finesse, and most importantly great tasting beer. Whether you're in the mood for a thirst quenching Lions Gate lager, or a full bodied HeriocaTM Oatmeal Stout, we've got a beer to please your palate."
Steamworks Brewing - Durango,801 East Second Avenue,Durango,Colorado,81301,United States,,
Steel Brewing,,Longview,Texas,,United States,,
Steinfels Back & Brau,,Zrich,,,Switzerland,,
Steve and Clark's Brew Pub and Sausage Co. #2,,Durham,North Carolina,,United States,,
Stevens Point Brewery,2617 Water Street,Stevens Point,Wisconsin,54481,United States,,
Stewart's Brewing,219 Governor's Square,Bear,Delaware,19701,United States,,
Stieglbrauerei zu Salzburg GmbH,KendlerstraÃŸe 1,Salzburg,,,Austria,http://www.stieglbrauerei.at/,
Stillwater Artisanal Ales,,Baltimore,Maryland,,United States,http://www.stillwaterales.com/,
Stone Brewing Co.,1999 Citracado Parkway,Escondido,California,92029,United States,http://www.stonebrew.com/,
Stone Cellar Brewpub & Restaurant,1004 South Olde Oneida,Appleton,Wisconsin,54915,United States,,
Stone City Brewing,,Solon,Iowa,,United States,,
Stone Coast Brewing - Portland,23 Rice Street,Portland,Maine,4103,United States,,
Stonecutters Brewhouse,14 N Main St.,Barre,Vermont,5641,United States,http://www.stonecuttersbrewhouse.com/,"Stonecutters Brewhouse is a 4 barrel brewhouse located in central Vermont in the small town (pop. 9000) of Barre. Barre is the sister town to Montpelier, which is the capital of Vermont. Stonecutters is a locally owned and operated."
Stoney Creek Brewing Company,237 Joseph Campau,Detroit,Michigan,48207,United States,,
Storm Brewing,310 Commercial Drive,Vancouver,British Columbia,V5L 3V6,Canada,http://www.stormbrewing.org,"Storm Brewing thundered onto the market in June of 1995 with a brilliantly balanced ale called Red Sky Alt which was reminiscent of the great German Alt Biers of the Golden Years of European brewing. The instant success of Red Sky quickly established the reputation of Brewmaster and owner, James Walton. He is perceived as an innovator and as a stickler for quality by both the media and the trade. Recent expert evaluation rated Storm Brewing's Hurricane I.P.A. among the best in the whole of Canada."
Stoudt's Brewery,2800 North Reading Road,Adamstown,Pennsylvania,19501,United States,http://www.stoudtsbeer.com/brewery.html,"Over 20 years, Stoudt's Brewing Company has grown and evolved from a small brewery with limited draught distribution, to a packaging regional microbrewery with distribution in 10 different states, producing over 10,000 barrels a year. Even with the growth over the years, one thing has always remained constant, and that is the attention to detail that goes into every batch of handcrafted beer that is traditionally brewed, packaged and sold with passion by our small team of hardworking dedicated employees. A tradition that was started by Ed and Carol and will be carried on by their children for many years to come"
Stout Brothers Public House,,Milwaukee,Wisconsin,,United States,,
Strangford Lough Brewing Company Ltd,Braidleigh Lodge 22 Shore Road,Killyleagh,County Down,BT30 9UE,Ireland,http://slbc.ie/,
Straub Brewery,303 Sorg Street,St. Mary's,Pennsylvania,15857,United States,http://www.straubbeer.com/index.htm,
Stroh Brewery Company,,Tampa,Florida,,United States,,
Sturgeon Bay Brewing,,Sturgeon Bay,Wisconsin,54235,United States,,(No longer brewing)
Stuttgarter Hofbru,Bblinger Strae 104,Stuttgart,Baden-Wrttemberg,,Germany,,
Sudwerk Privatbrauerei Hbsch,2001 Second Street,Davis,California,95616,United States,,
Sullivan's Black Forest Brew Haus & Grill,281 Heinlein Strasse,Frankenmuth,Michigan,48734,United States,,
Summit Brewing,910 Montreal Circle,Saint Paul,Minnesota,55102,United States,http://www.summitbrewing.com/,
Surly Brewing,4811 Dusharme Drive,Brooklyn Center,Minnesota,55429,United States,http://www.surlybrewing.com/,
Swan Brewery,25 Baile Road,Canning Vale,Western Australia,,Australia,,
Sweet Water Tavern and Brewery,45980 Waterview Plaza,Sterling,Virginia,20121,United States,http://www.greatamericanrestaurants.com/sweetMainSter/index.htm,
Sweetwater Brewing - Atlanta,195 Ottley Drive,Atlanta,Georgia,30324,United States,http://www.sweetwaterbrew.com/,
Sweetwater Brewing - Casper,,Casper,Wyoming,,United States,,
Sweetwater Tavern - Centreville,14250 Sweetwater Lane,Centreville,Virginia,20121,United States,,
Switchback Brewing Co,PO Box 4210,Burlington,Vermont,5406,United States,,
T&R; Theakston,The Brewery,Ripon,North Yorkshire,,United Kingdom,,
"T-Bonz Gill, Grill and Brewery",1028 Johnny Dodds Boulevard,Mount Pleasant,South Carolina,29464,United States,,
Tabernash Brewing,,Longmont,Colorado,,United States,,
Tablerock,705 Fulton St,Boise,Idaho,83702,United States,http://www.tablerockbrewpub.com/,
Tailgate Beer,6648 Reservoir Ln,San Diego,California,92155,United States,http://www.tailgatebeer.com/indexmain.php,
Taiwan Tobacco and Wine Monopoly Board,Taipei,Taipei,,,"Taiwan, Province of China",,
Tampa Bay Brewing,1812 North 15th Street,Tampa,Florida,33605,United States,,
Tap Room Brewing Company,,La Crosse,Wisconsin,,United States,http://www.taproom21.com/,
Taylor Brewing,717 East Butterfield Road,Lombard,Illinois,60148,United States,,
Taylor's Crossing Brewing,1025 Marine Drive,North Vancouver,British Columbia,0,Canada,,
Taylor's Restaurant and Brewery,,San Diego,California,,United States,,
Tempo,,,,,Israel,http://www.tempo.co.il/,
Tenaya Creek Restaurant and Brewery,3101 North Tenaya Way,Las Vegas,Nevada,89128,United States,,
Tennent Caledonian Brewery,161 Duke Street,Glasgow,Scotland,,United Kingdom,,
Terminal Gravity Brewing,803 SE School Street,Enterprise,Oregon,97828,United States,,
Terrapin Beer Company,196 Alps Road,Athens,Georgia,30606,United States,http://www.terrapinbeer.com/,
The Alchemist,23 South Main Street,Waterbury,Vermont,5676,United States,http://www.alchemistbeer.com/,"The Alchemist is a 7 barrel brew pub specializing in hand-crafted beer and casual pub fare. All of our ales are brewed in our basement brewery, which was designed and installed by our brewer and co-proprietor John Kimmich. We use only the finest imported malts and domestic hops available to bring you the tastiest and finest selection of beers in Vermont!"
The Blind Bat Brewery LLC,420 Harrison Drive,Centerport,New York,11721,United States,http://www.blindbatbrewery.com/,
The Bruery,715 Dunn Way,Placentia,California,92870,United States,http://www.thebruery.com/,"We are A small craft brewery located in Orange County, California. Our simple but often confusing name is a fusion of 'brewery' with our family name, Rue. Our calling is to create beers with character and depth using the simplest and purest of means. We do not filter or pasteurize our beers. All of our bottled beers gain carbonation through 100% bottle conditioning, allowing carbonation to naturally occur through a secondary bottle fermentation. We strive to use unconventional ingredients, and we will proudly state what we put in our beers. We enjoy serving you, your friends and your family."
The Cambridge House,357 Salmon Brook Street,Granby,Connecticut,6035,United States,http://www.cambridgebrewhouse.com/,The best brewery in the Connecticut river valley.  Hands down!  It serves 2 beers that have won a total of 3 gold medals at big beer fests.
The Church Brew Works,3525 Liberty Avenue,Pittsburgh,Pennsylvania,15201,United States,http://churchbrew.com/,
The Hop Yard,Bollinger Canyon Rd.,San Ramon,California,,United States,http://www.hopyard.com/,Good rotating selection of beers from distinct breweries. Good food as well.
The Livery,190 5th Street,Benton Harbor,Michigan,49022,United States,http://liverybrew.com/,"All of our Hand Forged Microbrews here at the Livery are painstakingly created by brewmaster Steve Berthel and his assistant, Wally Rouse, on a 10bbl. system of his own design. Closed fermenters allow for the use of many different yeast strains to assure that all our beer styles have their own unique flavor profile. Many of our high gravity beers are aged in a selection of oak barrels for up to a year.  We feature 3 real ales every day, poured to perfection from our antique beer engines. Every 4th. Sunday of the month is Freakin' Firkin Sunday where we have live Irish Music, home made Ruebens, and 2 Firkins of real ale. We do not bottle our beer at this time, but we do offer our beer to retailers in 1/4 bbls. or 1/2 bbls. Please feel free to contact Steve at steve@liverybrew.com for more info. on distribution in your area. Cheers!"
The Lost Abbey,155 Mata Way Suite 104,San Marcos,California,92069,United States,http://www.lostabbey.com/,
The Narragansett Brewing Company,60 Ship Street,Providence,Rhode Island,2903,United States,http://www.narragansettbeer.com,"Famous New England Brand, went defunct in the 1980's but has been revived in 2005, with a tasty lager. Locally available in New England"
The Round Barn Winery & Brewery,10983 Hills Road,Baroda,Michigan,49101,United States,http://www.roundbarnwinery.com/brewery.php,"With more than 30 years of fermentation experience and an award-winning reputation in the industry, our line of hand-crafted brews embody the satisfying bold taste you've come to expect from The Round Barn."
Third Street Ale Works,610 Third Street,Santa Rosa,California,95404,United States,http://www.thirdstreetaleworks.com,
Thirsty Dog Brewing,529 Grant St. Suite B,Akron,Ohio,44311,United States,http://www.thirstydog.com,"Here at the Thirsty Dog Brewing Company, full flavor, delicate balance, texture & aroma combine to make beer an infinitely complex experience, and one that can be thoroughly enjoyable. Each of our beers are meticulously hand crafted in small batches using the finest ingredients. High quality malted barley is the source of the beer's sweetness & body. Select American & European hops are used to balance the malt sweetness, and , at times, add special flavors & aromas to the beer. Our careful selection of ingredients, along with specially designed recipes & brewing processes, give Thirsty Dog beers their unique flavor profiles that can be hard to find in today's mass market. one size fits all society. Our microbrewed beers are far more diverse in range and character then the small spectrum of mass-marketed beers offered to the American public by the large national breweries. Enjoy the diversity, Unleash the flavor today., Welcome to Thirsty Dog Brewing Company, and welcome to great beer!"
ThirstyBear Brewing,661 Howard Street,San Francisco,California,94105,United States,,
Thomas Creek Brewery,2054 Piedmont Highway,Greenville,South Carolina,29605,United States,,
Thomas Hooker Brewing,16 Tobey Road,Bloomfield,Connecticut,6002,United States,http://www.hookerbeer.com/,"Tastings every Saturday from 12-6pm, and 1st and 3rd Friday of every month from 5-8."
Thomas Kemper Brewing,91 South Royal Brougham,Seattle,Washington,98134,United States,,
Three Floyds Brewing,9750 Indiana Parkway,Munster,Indiana,46321,United States,http://www.threefloydspub.com/,
Three Needs Brewery and Taproom,207 College Street,Burlington,Vermont,5401,United States,,"Freshly-brewed self and local beers, as well as a small but decent selection of beers on tap. Red felt pool table in the back, and friendly barstaff."
Thunder Canyon Brewery,7401 North La Cholla Boulevard,Tucson,Arizona,85741,United States,http://www.thundercanyonbrewery.com/,
Thunderhead Brewery,18 East 21st Street,Kearney,Nebraska,68847,United States,,
Thunderhead Brewery #2,120 East Third Street,Grand Island,Nebraska,68801,United States,,
Tied House Cafe & Brewery - San Jose,65 North San Pedro,San Jose,California,95110,United States,,
Timmermans,Kerkstraat 11,Itterbeek,,1701,Belgium,http://www.anthonymartin.be/,"Timmermans brews only traditional Lambic; the basic beer that, from spontaneous fermentation, is used throughout the entire range. Brewing Lambic, without adding yeast, is a complex and subtle art requiring recipes and patience passed on by the family. Lambics survive thanks to a handful of Brussels breweries and the presence of two micro-organisms that exist only in the Senne Valley: Brettanomyces Bruxellensis and Brettanomyces Lambicus. By adding fruit and spices, the magic of traditionallymade beers unravels: Strawberry, Kriek, PÃªche, Framboise, Forest Fruit, but also Oude Gueuze, Kriek Retro, Gueuze, Faro or Lambicus Blanche. A unique site: open daily (including weekends), booking required. Possibilities for your meetings and banquets."
Tin Whistle Brewing,954 West Eckhardt Avenue,Penticton,British Columbia,0,Canada,,
Titletown Brewing,200 Dousman Street,Green Bay,Wisconsin,54303,United States,,
Tivoli Brewing,,Denver,Colorado,,United States,,
Tollemache and Cobbold Brewery,,Ipswich,Suffolk,,United Kingdom,,
Tommyknocker Brewery and Pub,1401 Miner Street,Idaho Springs,Colorado,80452,United States,http://www.tommyknocker.com/,
Tomos Watkin and Sons Ltd.,"Unit 3, Century Park, Valley Way",Swansea,Wales,,United Kingdom,,
Tongerlo,,Westerlo,Antwerp,,Belgium,http://www.tongerlo.be,
Tooheys,29 Nyrang Street,Sydney,New South Wales,,Australia,,
Tooth's,,Sydney,New South Wales,,Australia,,
Top of the Hill Restaurant and Brewery,101 East Franklin Street,Chapel Hill,North Carolina,27514,United States,,
Trade Winds Brewing,,Wailuku,Hawaii,,United States,,
Traffic Jam and Snug,4268 Second Street,Detroit,Michigan,48201,United States,,
Trailhead Brewing Company,921 South Riverside Drive,Saint Charles,Missouri,63301,United States,,
Trap Rock Restaurant and Brewery,279 Springfield Avenue,Berkeley Heights,New Jersey,7922,United States,,
Traquair House Brewery,Innerleithen EH44 6PW,Innerleithen,Scotland,,United Kingdom,,
Trinity Brewing Company,1446 Garden of the Gods,Colorado Springs,Colorado,80907,United States,http://trinitybrew.com/,
Triple Rock Brewery,1920 Shattuck Avenue,Berkeley,California,94704,United States,,
Triumph Brewing of New Hope,400 Union Square,New Hope,Pennsylvania,18938,United States,http://www.triumphbrewing.com/,
Triumph Brewing of Princeton,138 Nassau Street,Princeton,New Jersey,8542,United States,,
Troegs Brewing,800 Paxton Street,Harrisburg,Pennsylvania,17104,United States,http://www.troegs.com/,"TrÃ¶egs Brewing Company was established in 1997. Today, the brewery produces nine different beers including Hopback Amber Ale, Troegenator Doublebock, Rugged Trail Ale, TrÃ¶egs Pale Ale, Nugget Nectar (seasonal) Dead Reckoning Porter (seasonal), Sunshine Pils (seasonal), The Mad Elf (seasonal), and distributes its product in Pennsylvania, New Jersey, Maryland, Delaware and Virginia."
"Tropical Beverage (International) Co., Ltd","35 Soi Prommit, Sukumvit 39",Bangkok,,,Thailand,http://www.tropbevco.com/,
Trout River Brewing,58 Broad Street,Lyndonville,Vermont,5851,United States,http://www.troutriverbrewing.com/,"Trout River Brewing prides itself on creating and serving fresh, all natural, premium ales and lagers. Our beers are made with pure Vermont water, the best imported and domestic malts and hops, and quality yeasts. Nothing else is added and we take nothing away!"
Tsingtao,,Qingdao,Shandong,,China,,
Tucher Bru,Schillerstrae 14,Nrnberg,Bayern,,Germany,,
Tui Brewery,State Highway 2,Mangatainoka,,,New Zealand,,
Tunner's Guild Brewing Systems,,Saint Paul,Minnesota,,United States,,
Tuppers Hop Pocket Ale,6404 Redwing Road,Bethesda,Maryland,20817,United States,,
Tustin Brewing,13011 Newport Avenue #100,Tustin,California,92780,United States,,
Twin Ports Brewing,,Superior,Wisconsin,,United States,,
Twin Rivers Brewing,104 North Lewis Street,Monroe,Washington,98272,United States,,
Twisted Pine Brewing Company,3201 Walnut Street Ste A,Boulder,Colorado,80301,United States,http://www.twistedpinebrewing.com/,"Established in 1995, Twisted Pine Brewing Company produces only 100% natural, unpasteurized pure malt ales, batch brewed and hand-crafted. Because we believe that craft beer is best enjoyed fresh, Twisted Pine ales can only be found throughout Colorado. By maintaining only a local presence we feel proud that our beers capture the full flavor and variety of style found at our brewery. It is our intention to bring to you a select family of individually distinctive ales that we as brewers would enjoy drinking ourselves. That is our final measure. We ignore costs, fads, and difficulty in creating our ales. And, while we are very serious about the art and business of beer making, we try to avoid taking ourselves too seriously. After all, we realize brewing a fine beer isn't exactly nuclear physics. It's something far more important. -Twistedpine.com"
Two Brothers Brewing,30 Butterfield Road,Warrenville,Illinois,60555,United States,http://www.twobrosbrew.com/,
Two Dogs Beverage Company,272 Plandome Road,Manhasset,New York,11030,United States,,
TwoRows Restaurant & Brewery - Dallas,5500 Greenville Avenue #1300,Dallas,Texas,75206,United States,,
Tyranena Brewing,1025 Owen Street,Lake Mills,Wisconsin,53551,United States,http://www.tyranena.com,
Tyskie Browary KsiÄ…Å¼Ä™ce,Mikolowska 5,Tychy,,,Poland,http://www.tyskie.pl/,
Uerige Obergrige Hausbrauerei,Bergerstrae 1,Dsseldorf,Nordrhein-Westfalen,,Germany,,
